time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010468329766	11.148	-3.03431	-2.78867	-2.05181	0.386638	lidar	0.506768	11.1569	-2.944	11.15	-2.95	0.998526	2.9956
1477010468384690	11.1475	-2.86106	-2.70709	-1.9386	0.517239	radar	14.3641	11.1386	-2.78926	11.15	-2.8	0	2.73104
1477010468439615	11.1913	-2.70348	-2.73052	-1.90012	0.526123	lidar	0.294947	11.141	-2.65084	11.15	-2.65	0	2.73102
1477010468494625	11.1989	-2.54005	-2.71511	-1.82143	0.596527	radar	3.95445	11.1042	-2.54354	11.15	-2.55	0	1.81785
1477010468549635	11.2182	-2.41525	-2.66657	-1.78758	0.597569	lidar	0.37956	11.1497	-2.45904	11.15	-2.45	0	1.81785
1477010468599702	11.3052	-2.32278	-2.64967	-1.8462	0.467118	radar	14.993	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465
1477010468649769	11.3461	-2.15432	-2.72844	-1.8156	0.472866	lidar	0.662624	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465
1477010468704758	11.3579	-1.99783	-2.72427	-1.76185	0.511879	radar	1.23873	11.3117	-1.92025	11.35	-1.95	0	1.81854
1477010468759748	11.3784	-1.85577	-2.71075	-1.73178	0.513621	lidar	0.0494322	11.3504	-1.8663	11.35	-1.85	0	1.81853
1477010468814741	11.3927	-1.70556	-2.71122	-1.69346	0.528595	radar	0.199078	11.4185	-1.70062	11.35	-1.7	0	2.72762
1477010468869734	11.4007	-1.55098	-2.71942	-1.65893	0.533336	lidar	0.122685	11.3568	-1.53205	11.35	-1.55	0	2.72762
1477010468924749	11.3418	-1.38408	-2.7298	-1.54741	0.652233	radar	11.0303	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653
1477010468979764	11.3203	-1.23785	-2.71708	-1.50354	0.659285	lidar	0.320368	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653
1477010469034705	11.2238	-1.05668	-2.81531	-1.36966	0.801244	radar	15.8975	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021
1477010469089646	11.1673	-0.913316	-2.79718	-1.31343	0.812174	lidar	0.691503	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021
1477010469139628	11.0955	-0.765284	-2.85891	-1.23858	0.860824	radar	2.13869	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107
1477010469189611	11.0296	-0.634493	-2.853	-1.18613	0.869175	lidar	0.396142	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104
1477010469239610	10.9093	-0.47375	-3.01558	-1.07857	0.963184	radar	8.60847	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006
1477010469289610	10.821	-0.348445	-3.00763	-1.02194	0.970865	lidar	0.301388	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003
1477010469344622	10.7255	-0.214271	-3.00975	-0.962744	0.978869	radar	0.138024	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892
1477010469399634	10.6143	-0.132226	-2.92124	-0.890445	0.998824	lidar	1.35035	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893
1477010469449624	10.4649	-0.00346518	-3.12883	-0.793548	1.07243	radar	8.36278	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041
1477010469499614	10.3358	0.0639285	-3.06822	-0.718898	1.09415	lidar	1.15975	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041
1477010469549703	10.2399	0.132547	-2.92466	-0.673071	1.07483	radar	2.39844	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0
1477010469599792	10.1086	0.149004	-2.82296	-0.58456	1.11165	lidar	2.74988	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0
1477010469654702	9.96978	0.220777	-2.85919	-0.51326	1.12738	radar	1.17386	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584
1477010469709612	9.81794	0.228885	-2.78367	-0.415405	1.16484	lidar	2.26912	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584
1477010469759688	9.65825	0.280435	-2.90738	-0.34182	1.18632	radar	2.42873	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471
1477010469809764	9.51047	0.280664	-2.86835	-0.254902	1.2146	lidar	1.16849	9.45825	0.149456	9.45	0.15	-2.99545	0.998471
1477010469864720	9.39886	0.274629	-2.58392	-0.178758	1.21517	radar	7.12355	9.22819	0.16178	9.35	0.15	-1.81963	0
1477010469919677	9.25656	0.256409	-2.55395	-0.087757	1.24022	lidar	0.81335	9.24456	0.139817	9.25	0.15	-1.81962	0
1477010469969667	9.10573	0.272711	-2.68248	-0.0279476	1.23987	radar	1.47012	9.0729	0.205961	9.1	0.2	-3.00059	1.0002
1477010470019657	8.97053	0.26725	-2.68176	0.0377324	1.24353	lidar	0.01871	8.96281	0.250937	8.95	0.25	-3.0006	1.0002
1477010470069658	8.82559	0.264771	-2.74953	0.0952243	1.23922	radar	0.437387	8.84168	0.257617	8.8	0.25	-2.99995	0
1477010470119659	8.68443	0.246916	-2.75706	0.158366	1.23998	lidar	0.0423958	8.65606	0.24536	8.65	0.25	-2.99994	0
1477010470169772	8.53788	0.227013	-2.80173	0.21561	1.23447	radar	0.28303	8.43549	0.247188	8.5	0.25	-2.99323	0
1477010470219886	8.39327	0.206187	-2.81502	0.26853	1.22481	lidar	0.252526	8.34184	0.250769	8.35	0.25	-2.9932	0
1477010470274784	8.25084	0.166307	-2.7927	0.332571	1.22208	radar	0.150605	8.27073	0.243988	8.2	0.25	-2.73233	0
1477010470329682	8.09843	0.147401	-2.79713	0.373803	1.19582	lidar	0.937261	8.03847	0.260731	8.05	0.25	-2.73234	0
1477010470379643	7.9555	0.113122	-2.87079	0.412107	1.17211	radar	0.957513	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078
1477010470429605	7.81283	0.0747631	-2.87896	0.453473	1.15447	lidar	0.650538	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077
1477010470479672	7.64727	0.0405915	-3.02311	0.471456	1.10816	radar	3.62338	7.46173	0.143776	7.6	0.15	-2.99599	0
1477010470529740	7.50737	0.0118796	-3.00215	0.49621	1.07785	lidar	1.24757	7.45455	0.149294	7.45	0.15	-2.99596	0
1477010470584745	7.40472	-0.0722905	-2.81349	0.579453	1.11174	radar	5.0079	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998
1477010470639750	7.27896	-0.107106	-2.76351	0.605794	1.0781	lidar	1.562	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998
1477010470694797	7.13116	-0.157698	-2.87263	0.618426	1.02183	radar	4.3462	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664
1477010470749845	6.99515	-0.223959	-2.85571	0.654265	1.00188	lidar	0.692012	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662
1477010470804752	6.94723	-0.349172	-2.59107	0.775162	1.09008	radar	12.1384	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126
1477010470859660	6.85051	-0.424832	-2.55584	0.81976	1.07557	lidar	0.396718	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124
1477010470909720	6.68733	-0.459527	-2.78314	0.769317	0.937519	radar	20.6886	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759
1477010470959781	6.58353	-0.554259	-2.78484	0.81172	0.933105	lidar	0.084229	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757
1477010471014729	6.52297	-0.701944	-2.6776	0.920636	1.01039	radar	5.53248	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986
1477010471069677	6.43968	-0.828221	-2.68558	0.980438	1.01447	lidar	0.0428122	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986
1477010471119716	6.39679	-0.975559	-2.65461	1.07959	1.07985	radar	3.12017	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766
1477010471169756	6.33902	-1.10924	-2.67863	1.14102	1.08665	lidar	0.174078	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763
1477010471224778	6.2724	-1.25004	-2.69954	1.19689	1.08078	radar	0.281953	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618
1477010471279801	6.22227	-1.40379	-2.72592	1.2615	1.08517	lidar	0.145077	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616
1477010471334717	6.25035	-1.63882	-2.83351	1.44255	1.25593	radar	19.5103	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144
1477010471389633	6.25488	-1.7819	-2.79641	1.51814	1.2631	lidar	0.492017	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144
1477010471439714	6.25877	-1.91809	-2.78746	1.58569	1.26911	radar	0.142497	6.34	-1.88987	6.35	-1.9	0	-2.99515
1477010471489795	6.28109	-2.05147	-2.76698	1.65714	1.27726	lidar	0.329576	6.35828	-2.03886	6.35	-2.05	0	-2.99515
1477010471544769	6.29469	-2.17971	-2.68648	1.71213	1.25211	radar	1.27863	6.45002	-2.23466	6.35	-2.2	0	-2.72856
1477010471599744	6.32339	-2.32763	-2.69109	1.78281	1.25357	lidar	0.0246939	6.34057	-2.34076	6.35	-2.35	0	-2.72854
1477010471654796	6.37418	-2.49493	-2.77687	1.8674	1.27574	radar	0.985568	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247
1477010471709849	6.42845	-2.64081	-2.77962	1.94035	1.27813	lidar	0.0360164	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467
1477010471764848	6.44526	-2.71414	-2.44597	1.97036	1.21164	radar	11.706	6.46538	-2.81029	6.45	-2.8	0	-2.72732
1477010471819848	6.49081	-2.85857	-2.48681	2.02609	1.19883	lidar	0.440854	6.45762	-2.94003	6.45	-2.95	0	-2.7273
1477010471874849	6.55024	-3.01195	-2.59917	2.08573	1.19672	radar	1.46263	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363
1477010471929851	6.60409	-3.17854	-2.67101	2.12649	1.16852	lidar	1.68196	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626
1477010471984794	6.66567	-3.30837	-2.61839	2.17276	1.14439	radar	1.70597	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301
1477010472039737	6.72553	-3.479	-2.69489	2.20124	1.10693	lidar	2.39075	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301
1477010472094797	6.78695	-3.59754	-2.58894	2.24015	1.07794	radar	2.68818	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243
1477010472149858	6.84472	-3.76539	-2.65523	2.25584	1.03233	lidar	2.7719	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428
1477010472204746	6.8992	-3.86999	-2.49536	2.28761	1.00068	radar	3.99993	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284
1477010472259634	6.95243	-4.03818	-2.55915	2.28995	0.946985	lidar	3.5087	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284
1477010472309642	6.99374	-4.12053	-2.34987	2.31355	0.916005	radar	5.76566	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968
1477010472359651	7.04262	-4.26301	-2.39816	2.31366	0.870065	lidar	2.63593	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966
1477010472409738	7.13942	-4.39826	-2.61179	2.34382	0.86211	radar	4.88524	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479
1477010472459825	7.2057	-4.55207	-2.66442	2.34093	0.81579	lidar	2.87816	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479
1477010472509776	7.2657	-4.6408	-2.52081	2.36347	0.79413	radar	3.03683	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196
1477010472559728	7.32991	-4.77839	-2.55556	2.36213	0.753481	lidar	1.95976	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194
1477010472614692	7.40864	-4.88396	-2.49027	2.38586	0.734654	radar	1.45025	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906
1477010472669657	7.4658	-5.04342	-2.52309	2.36705	0.67696	lidar	3.45877	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904
1477010472719663	7.58001	-5.18081	-2.7977	2.38816	0.669593	radar	8.22626	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964
1477010472769669	7.6451	-5.34275	-2.83338	2.3653	0.614638	lidar	3.17773	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964
1477010472819650	7.70503	-5.43271	-2.63534	2.3761	0.591494	radar	5.03991	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076
1477010472869632	7.76071	-5.57745	-2.6532	2.35583	0.543295	lidar	2.27003	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074
1477010472924680	7.86599	-5.705	-2.75909	2.37348	0.533245	radar	1.92205	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249
1477010472979728	7.93731	-5.87179	-2.7861	2.34979	0.482033	lidar	2.47978	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249
1477010473034718	7.99622	-5.96128	-2.52017	2.35782	0.460113	radar	7.28451	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851
1477010473089709	8.05492	-6.11305	-2.53752	2.33411	0.413226	lidar	1.9904	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849
1477010473144782	8.15362	-6.2292	-2.58835	2.34934	0.40661	radar	0.470177	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577
1477010473199855	8.22792	-6.365	-2.59913	2.34002	0.376453	lidar	0.828301	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577
1477010473254746	8.34463	-6.49286	-2.73641	2.35653	0.373982	radar	1.7526	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269
1477010473309637	8.41851	-6.63985	-2.74728	2.33902	0.337818	lidar	1.15763	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269
1477010473364703	8.50577	-6.75003	-2.6668	2.34604	0.325663	radar	1.16595	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401
1477010473419770	8.56341	-6.908	-2.67777	2.31386	0.277988	lidar	1.95922	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398
1477010473474712	8.65025	-7.02608	-2.65505	2.3167	0.265719	radar	0.62238	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014
1477010473529655	8.69469	-7.2005	-2.67349	2.26976	0.207176	lidar	2.93193	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012
1477010473579698	8.7807	-7.31705	-2.71373	2.2732	0.201158	radar	0.437535	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828
1477010473629741	8.83708	-7.45848	-2.72572	2.24842	0.167944	lidar	0.984436	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828
1477010473684743	8.91734	-7.5782	-2.69746	2.24821	0.1584	radar	0.409272	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717
1477010473739746	8.96631	-7.74116	-2.71065	2.21117	0.11471	lidar	1.63161	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715
1477010473794754	9.03964	-7.86223	-2.66691	2.20715	0.103885	radar	0.480374	8.88546	-7.96913	8.9	-8	0.908945	-2.72688
1477010473849762	9.07696	-8.03473	-2.68684	2.16103	0.0544353	lidar	2.04499	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687
1477010473904699	9.14852	-8.15905	-2.66157	2.15666	0.0467494	radar	0.216835	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027
1477010473959637	9.20778	-8.30159	-2.66917	2.13824	0.0267654	lidar	0.334034	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026
1477010474009643	9.29051	-8.42972	-2.78308	2.14255	0.0326633	radar	1.54875	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963
1477010474059650	9.32922	-8.57947	-2.79508	2.10991	-9.50242e-06	lidar	0.937088	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996
1477010474109686	9.39517	-8.70255	-2.80455	2.10593	-0.00342289	radar	0.246156	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783
1477010474159722	9.43571	-8.85932	-2.8279	2.07338	-0.0343565	lidar	0.854458	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784
1477010474214714	9.47459	-8.97734	-2.62355	2.05002	-0.0619855	radar	5.01156	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844
1477010474269707	9.51398	-9.12433	-2.62996	2.0239	-0.0836429	lidar	0.431846	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843
1477010474324744	9.57222	-9.25661	-2.63668	2.0162	-0.086274	radar	0.146951	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543
1477010474379782	9.60826	-9.40889	-2.64893	1.98828	-0.108243	lidar	0.417322	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542
1477010474434742	9.67189	-9.55199	-2.68841	1.98302	-0.106456	radar	0.260419	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927
1477010474489703	9.71236	-9.70766	-2.70628	1.95911	-0.123514	lidar	0.258938	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923
1477010474539772	9.78217	-9.85585	-2.81993	1.9611	-0.111839	radar	1.60035	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586
1477010474589842	9.81101	-10.0061	-2.83481	1.93424	-0.131935	lidar	0.359109	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584
1477010474644816	9.8303	-10.1288	-2.64422	1.90282	-0.163479	radar	4.1072	9.75497	-10.1932	9.75	-10.2	0	-2.72857
1477010474699791	9.83974	-10.2975	-2.67155	1.86135	-0.194136	lidar	0.81621	9.74697	-10.3629	9.75	-10.35	0	-2.72854
1477010474754750	9.88423	-10.4448	-2.71959	1.85381	-0.188651	radar	0.380439	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293
1477010474809709	9.90608	-10.606	-2.73814	1.8266	-0.204487	lidar	0.224152	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293
1477010474864685	9.91745	-10.7357	-2.60277	1.7948	-0.231439	radar	2.22487	9.86786	-10.8223	9.85	-10.8	0	-2.72846
1477010474919662	9.9189	-10.8975	-2.62655	1.7579	-0.254089	lidar	0.461171	9.8455	-10.9408	9.85	-10.95	0	-2.72844
1477010474974658	9.93504	-11.0369	-2.59536	1.73609	-0.263484	radar	0.197809	9.84594	-11.0973	9.85	-11.1	0	-2.72748
1477010475029655	9.923	-11.2022	-2.62451	1.694	-0.289236	lidar	0.617543	9.83549	-11.2481	9.85	-11.25	0	-2.72745
1477010475079710	9.94264	-11.3429	-2.6688	1.68312	-0.283336	radar	0.283818	9.8926	-11.4631	9.85	-11.4	0	-2.9967
1477010475129765	9.92983	-11.5021	-2.70633	1.64616	-0.304587	lidar	0.500724	9.87136	-11.5692	9.85	-11.55	0	-2.99671
1477010475184757	9.91332	-11.635	-2.57641	1.60223	-0.341032	radar	2.84679	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768
1477010475239750	9.86947	-11.8072	-2.6223	1.5477	-0.37433	lidar	1.12537	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765
1477010475294773	9.83903	-11.9369	-2.51639	1.50041	-0.409478	radar	1.98073	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613
1477010475349797	9.77981	-12.1036	-2.56616	1.44266	-0.442033	lidar	1.13194	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261
1477010475404763	9.7178	-12.2158	-2.39829	1.37092	-0.504879	radar	5.36143	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931
1477010475459730	9.65356	-12.3527	-2.41903	1.31866	-0.527333	lidar	0.761226	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193
1477010475514728	9.55778	-12.4372	-2.19337	1.21535	-0.625578	radar	11.8205	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825
1477010475569727	9.47459	-12.558	-2.22232	1.1547	-0.649342	lidar	0.910517	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823
1477010475624757	9.37204	-12.6439	-2.07327	1.0461	-0.746501	radar	10.5367	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718
1477010475679788	9.24722	-12.7618	-2.14585	0.962392	-0.784458	lidar	2.35859	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717
1477010475734757	9.15421	-12.8472	-2.11874	0.889515	-0.82181	radar	1.23188	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921
1477010475789726	9.02207	-12.9526	-2.19308	0.809893	-0.851804	lidar	1.76401	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921
1477010475844715	8.90996	-13.027	-2.18505	0.730311	-0.891706	radar	1.48238	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854
1477010475899705	8.74832	-13.1318	-2.30283	0.645262	-0.921779	lidar	2.44666	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853
1477010475954722	8.53963	-13.1733	-2.35303	0.448697	-1.11172	radar	22.7803	8.43462	-13.263	8.4	-13.15	-2.72644	0
1477010476009740	8.38556	-13.2205	-2.39364	0.365947	-1.13001	lidar	1.1496	8.26001	-13.1483	8.25	-13.15	-2.72641	0
1477010476059726	8.20153	-13.2423	-2.51986	0.228126	-1.23567	radar	7.17801	8.10139	-13.1447	8.1	-13.15	-3.00083	0
1477010476109712	8.05323	-13.2537	-2.54251	0.148917	-1.25031	lidar	1.02563	7.95138	-13.1593	7.95	-13.15	-3.00084	0
1477010476164747	7.94201	-13.2766	-2.46486	0.109047	-1.21038	radar	1.40548	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516
1477010476219782	7.76786	-13.2913	-2.53595	0.0333762	-1.21512	lidar	0.964084	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516
1477010476274819	7.57346	-13.2705	-2.70794	-0.0846807	-1.28542	radar	5.19683	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483
1477010476329856	7.41462	-13.2353	-2.71645	-0.16866	-1.29668	lidar	0.63535	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483
1477010476384794	7.29748	-13.2193	-2.59616	-0.215653	-1.26061	radar	2.00925	7.19553	-13.2012	7.2	-13.15	-2.73035	0
1477010476439732	7.13462	-13.1844	-2.64189	-0.285538	-1.25884	lidar	0.421741	7.05296	-13.1563	7.05	-13.15	-2.73035	0
1477010476494735	7.00725	-13.1497	-2.58318	-0.342924	-1.2414	radar	0.615633	6.87644	-13.2105	6.85	-13.15	-3.63616	0
1477010476549738	6.82228	-13.1158	-2.68081	-0.394326	-1.22177	lidar	1.39348	6.672	-13.1364	6.65	-13.15	-3.63617	0
1477010476604787	6.74983	-13.104	-2.34004	-0.416871	-1.15109	radar	13.3523	6.53838	-13.1322	6.55	-13.15	-1.81656	0
1477010476659836	6.58601	-13.0783	-2.41983	-0.451663	-1.12246	lidar	1.25101	6.46904	-13.1587	6.45	-13.15	-1.81657	0
1477010476714759	6.46476	-13.0209	-2.40365	-0.508403	-1.11494	radar	0.475098	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352
1477010476769682	6.29728	-12.9784	-2.48648	-0.539416	-1.08504	lidar	1.39625	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036
1477010476824762	6.13869	-12.8738	-2.71556	-0.615295	-1.11356	radar	4.84313	5.95573	-12.8757	6	-12.95	-2.72331	1.81553
1477010476879842	5.97357	-12.8039	-2.77843	-0.649532	-1.08724	lidar	0.939262	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554
1477010476934819	5.87247	-12.7405	-2.62216	-0.690322	-1.06016	radar	2.70574	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475
1477010476989797	5.70235	-12.6783	-2.69319	-0.706189	-1.01997	lidar	1.73216	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466
1477010477044722	5.57612	-12.5751	-2.76667	-0.760067	-1.02152	radar	0.672147	5.41889	-12.699	5.4	-12.65	-2.731	1.82067
1477010477099647	5.40145	-12.4957	-2.83956	-0.772217	-0.979694	lidar	1.87858	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066
1477010477154646	5.29288	-12.3987	-2.78905	-0.816942	-0.968566	radar	0.453974	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182
1477010477209646	5.14793	-12.3059	-2.82681	-0.839585	-0.939761	lidar	0.770937	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182
1477010477259657	5.05804	-12.2135	-2.7788	-0.879202	-0.931203	radar	0.419008	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957
1477010477309669	4.94219	-12.1171	-2.80351	-0.905374	-0.911851	lidar	0.369818	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955
1477010477359671	4.87741	-12.0346	-2.62731	-0.944118	-0.899283	radar	3.11906	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993
1477010477409673	4.79457	-11.9298	-2.63371	-0.983522	-0.893965	lidar	0.0296426	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992
1477010477459668	4.68895	-11.7784	-2.88115	-1.02846	-0.899299	radar	5.85427	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031
1477010477509663	4.59842	-11.6539	-2.90039	-1.06297	-0.888877	lidar	0.210538	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003
1477010477559726	4.56118	-11.5641	-2.64876	-1.10933	-0.88655	radar	6.34299	4.53697	-11.5591	4.55	-11.55	0	1.99749
1477010477609790	4.51681	-11.444	-2.63853	-1.16074	-0.893527	lidar	0.0800659	4.55238	-11.4548	4.55	-11.45	0	1.99746
1477010477664786	4.41818	-11.2583	-2.9826	-1.19755	-0.882592	radar	11.1388	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662
1477010477719783	4.38977	-11.0911	-2.97935	-1.26734	-0.902937	lidar	0.362466	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659
1477010477774786	4.40828	-10.9853	-2.57697	-1.35129	-0.939897	radar	15.0995	4.39651	-10.8822	4.45	-10.95	0	1.81807
1477010477829789	4.40099	-10.8465	-2.56565	-1.4155	-0.952266	lidar	0.218308	4.45899	-10.8664	4.45	-10.85	0	1.81808
1477010477884761	4.38749	-10.7091	-2.56528	-1.4699	-0.954289	radar	0.190707	4.493	-10.7885	4.45	-10.7	0	2.72865
1477010477939734	4.39432	-10.5634	-2.56729	-1.53494	-0.966294	lidar	0.136371	4.44058	-10.5544	4.45	-10.55	0	2.72864
1477010477994802	4.39525	-10.4199	-2.57498	-1.58973	-0.967538	radar	0.0316399	4.44399	-10.3941	4.45	-10.4	0	2.72392
1477010478049870	4.4133	-10.2711	-2.58535	-1.6521	-0.975973	lidar	0.0819514	4.44086	-10.2469	4.45	-10.25	0	2.72391
1477010478104838	4.43477	-10.1321	-2.58073	-1.70978	-0.980025	radar	0.128645	4.53204	-10.1814	4.5	-10.1	0.909624	2.72885
1477010478159807	4.48319	-9.97998	-2.60343	-1.78207	-0.997139	lidar	0.324092	4.54793	-9.94716	4.55	-9.95	0.909615	2.72884
1477010478214806	4.52231	-9.83434	-2.61553	-1.84113	-1.00096	radar	0.201154	4.57622	-9.70975	4.6	-9.8	0.909111	2.72733
1477010478269805	4.58733	-9.6825	-2.64759	-1.91226	-1.01562	lidar	0.310908	4.64364	-9.63888	4.65	-9.65	0.909107	2.72732
1477010478324774	4.64703	-9.54552	-2.65579	-1.97245	-1.01934	radar	0.153007	4.76627	-9.54952	4.75	-9.5	1.81921	2.7288
1477010478379743	4.73992	-9.3992	-2.69772	-2.04924	-1.03819	lidar	0.520842	4.82761	-9.37054	4.85	-9.35	1.81921	2.7288
